Label,Furniture_Type,Image_File
depo teak heavy 321 sofa set with stone table code 8919 ,Sofa / living room item,1634016294634.jpg
cupboard ,Storage,1634016294832.jpg
teak box bed 60x72 - tbb1508 ,Bed / bedroom item,1634016295120.jpg
office chair m/b ,Table / chair,1634016295304.jpg
office computer chair ,Table / chair,1634016295516.jpg
depo teak heavy dressing table code 8928 ,Bed / bedroom item,1634016295708.jpg
filling rack ,Storage,1634016295921.jpg
depo teak heavy larga dressing table code 8927 ,Bed / bedroom item,1634016296236.jpg
visiror chair ,Table / chair,1634016296566.jpg
table ,Table / chair,1634016296947.jpg
depo teak heavy pillow sofa set with stone table code 8924 ,Sofa / living room item,1634016297243.jpg
depo teak heavy bed with fox 8 inch spring mattress (5*6)code 8922 ,Bed / bedroom item,1634016297448.jpg
filing cabinet ,Storage,1634016297647.jpg
depo teak heavy bed with fox 8 inch spring mattress (6*6)code 8920 ,Bed / bedroom item,1634016297844.jpg
filing rack ,Storage,1634016298042.jpg
"luxury gel pillow in egyptian cotton 18""ã28"" (regular size) ",Bed / bedroom item,1634016298372.jpg
teak bed ,Bed / bedroom item,1634016298704.jpg
mattress ,Bed / bedroom item,1634016298872.jpg
table ,Table / chair,1634016299181.jpg
bed 6ft *3ft. ,Bed / bedroom item,1634016328620.jpg
japanese bonded form mattress--5x6--jb1403 ,Bed / bedroom item,1634016328955.jpg
japanese bonded form mattress-4x6-1402 ,Bed / bedroom item,1634016329282.jpg
japanese bonded form mattress--72x72--jb1404 ,Bed / bedroom item,1634016329540.jpg
brown color sofa ,Sofa / living room item,1634016329802.jpg
foldable laptop table ,Table / chair,1634016329996.jpg
teak wood box light dressing table ,Bed / bedroom item,1634016330267.jpg
dining table + 4 chair - abc ,Table / chair,1634016330431.jpg
furniture set ,Other,1634016330601.jpg
table mate ,Table / chair,1634016330788.jpg
lobby chair set - f-009 ,Sofa / living room item,1634016330974.jpg
new lobby chair - a-101 ,Table / chair,1634016331154.jpg
new lobby chair- id-001 ,Table / chair,1634016331364.jpg
new 6x4 teak box bed with singer hayleys spring mettress /008 ,Bed / bedroom item,1634016331603.jpg
steel table 4x2 ,Table / chair,1634016331789.jpg
new 6x4 teak box bed with hayleys ultra comfort mattress / 008 ,Bed / bedroom item,1634016332121.jpg
new mdf writing table s m ,Table / chair,1634016332283.jpg
new steel bed with mattress ,Bed / bedroom item,1634016332789.jpg
new singer hayleys spring mattress 6x6 / 008 ,Bed / bedroom item,1634016332966.jpg
new dressing table / 008 ,Bed / bedroom item,1634016333169.jpg
new 6 x4 teak box bed with hybrid mattress / 008 ,Bed / bedroom item,1634016333413.jpg
new teak box bed with arpico spring mattress 6 x6 / 008 ,Bed / bedroom item,1634016333595.jpg
new 75x72 teak box bed & easy comfort mattress / 008 ,Table / chair,1634016333748.jpg
new 6 x6 teak box bed with piyestra double layer mattress / 008 ,Bed / bedroom item,1634016333912.jpg
new teak box cupboard 008 ,Bed / bedroom item,1634016334088.jpg
new 6 x3 steel cupboard / 008 ,Bed / bedroom item,1634016368097.jpg
steel cupboard 5 x 2.5 ,Storage,1634016368335.jpg
new steel cupboard 6 x4 / 008 ,Bed / bedroom item,1634016368610.jpg
new lily cupboard piyestra / 008 ,Storage,1634016368823.jpg
new steel half cupboard 4 x 3 ,Storage,1634016368987.jpg
new piyestra cupboard 3 / 008 ,Bed / bedroom item,1634016369155.jpg
new glass office cupboard 6 x3 / 008 ,Storage,1634016369623.jpg
new steel 2 d cupboard ,Storage,1634016369834.jpg
new oc cupboard melamine / 008 ,Storage,1634016370032.jpg
teak wood box bed with spring mattress ,Bed / bedroom item,1634016370240.jpg
5x6 bed with mattress ,Bed / bedroom item,1634016370436.jpg
teak wood box light dressing table ,Bed / bedroom item,1634016370614.jpg
teak box sofa set with coffee table ,Sofa / living room item,1634016370792.jpg
teak wood three door wardrobe ,Storage,1634016370967.jpg
dining table with chairs - dtdc0107 ,Table / chair,1634016371146.jpg
classic jumbo leather beanbag / bean bag/beanbags/bean bags ,Sofa / living room item,1634016371314.jpg
gaming chair gamdias zelus e1 ,Table / chair,1634016371506.jpg
teak three door wardrobe ,Storage,1634016371693.jpg
6x4 ft large 2 doors melamine cupboard with mirror code 2559 ,Storage,1634016371886.jpg
teak box bed with arpico mattress ,Bed / bedroom item,1634016372242.jpg
6x3 ft large office cupboards (glass doors) code 2884 ,Storage,1634016372448.jpg
fully door steel half cupboards 4x3 ft code 2344 ,Storage,1634016372623.jpg
steel almirah code 2794 ,Sofa / living room item,1634016372823.jpg
steel half 4x3 ft glass door cupboard code 2724 ,Storage,1634016373000.jpg
steel half 4 x3 ft fully door cupboard code 2443 ,Storage,1634016373150.jpg
mdf large dressing table 3d code 2564 ,Bed / bedroom item,1634016408287.jpg
steel cupboard code 2371 ,Bed / bedroom item,1634016408615.jpg
wooden multi wood coffee table - mwct1318 ,Table / chair,1634016408794.jpg
6x5 ft 72x60 6by5 teak arch bed code 2134 ,Bed / bedroom item,1634016408984.jpg
teak bed & arpico hybrid mattress--5x6--tba1402 ,Bed / bedroom item,1634016409228.jpg
actonia bed & arpico d.layer mat--ab1408 ,Bed / bedroom item,1634016409436.jpg
teak queen size bedroom set - tqs1316 ,Bed / bedroom item,1634016409735.jpg
mattress--60x72--ahm1405 ,Bed / bedroom item,1634016410061.jpg
teak bed & arpico hybrid mattress--6x6--th1403 ,Bed / bedroom item,1634016410366.jpg
smart table mate ii foldable folding adjustable ,Table / chair,1634016410542.jpg
teakwood hansi chair - twhc1316 ,Table / chair,1634016410719.jpg
teak wood varendha chairs - twwc1315 ,Table / chair,1634016411063.jpg
teak wood tv stand - twts1313 ,TV / stereo,1634016411297.jpg
steel bed 6ft *3ft. ,Bed / bedroom item,1634016411617.jpg
teak pantry with granite ,Storage,1634016411986.jpg
teak box bed with japanese form mattress 60x72 - tbbwj1311 ,Bed / bedroom item,1634016412148.jpg
teak box bed and fox springer spring mattress 5x6 - bwfs1310 ,Bed / bedroom item,1634016412365.jpg
teakwood dining table with 6 chairs 6x3 tdtcc1412 ,Table / chair,1634016412573.jpg
bed 6ft *3ft. ,Bed / bedroom item,1634016412814.jpg
teak dining table with 6 chairs 6x3 - tswc1309 ,Table / chair,1634016413195.jpg
3 door oc cupboard ,Storage,1634016413371.jpg
teak dining table with 6 chairs 6x3 - tdtwc1411 ,Table / chair,1634016413701.jpg
teak dining table with 6 chairs 6x3 - tdtwc1410 ,Table / chair,1634016413929.jpg
furniture set ,Other,1634016414140.jpg
teakwood canopy bed 60x72 - 1408 ,Bed / bedroom item,1634016414353.jpg
athdemata wood dining table with 4 chairs 3x3 - awtc1307 ,Table / chair,1634016448866.jpg
teak plain top dining table with 6 chairs 6x3 - tptc1303 ,Table / chair,1634016449078.jpg
teak box bed and japanese form mattress 72x72 - 1406 ,Bed / bedroom item,1634016449291.jpg
table ,Table / chair,1634016449475.jpg
sofa set ,Sofa / living room item,1634016449824.jpg
teak box model bed 72x72 - 1405 ,Bed / bedroom item,1634016449993.jpg
teak box model bed 60x72 - tbmb1403 ,Bed / bedroom item,1634016450175.jpg
aluminium door ,Other,1634016450441.jpg
teak three door arch cupboard - ttda1402 ,Storage,1634016450796.jpg
teak two door arch cupboard - ttda1401 ,Storage,1634016451157.jpg
mattress 6ft *3ft ,Bed / bedroom item,1634016451376.jpg
depo teak dining table full set - dtdc0105 ,Table / chair,1634016451549.jpg
depo teak dining table with 6 chairs - dtdc0106 ,Table / chair,1634016451759.jpg
double bed with mattress ,Bed / bedroom item,1634016451943.jpg
teak 2 door base almirah - dtba0102 ,Bed / bedroom item,1634016452119.jpg
depo teak stripe pillows sofa set 321 with stoo - dtsp100 ,Sofa / living room item,1634016452420.jpg
wood cupboard ,Storage,1634016452597.jpg
lobby chair set 3+1+1 with coffee ,Table / chair,1634016452782.jpg
solid wood cupboard ,Storage,1634016452963.jpg
brand new piyestra tv stands ,TV / stereo,1634016453158.jpg
sofa set ,Table / chair,1634016453445.jpg
new lobby chair 3 seater ,Table / chair,1634016453627.jpg
4x4' wood dinning table ,Table / chair,1634016453812.jpg
arpico/piyestra hybrid mattresses ,Bed / bedroom item,1634016454039.jpg
glass frame ,Other,1634016454266.jpg
teak table with 4 chairs ,Table / chair,1634016489874.jpg
2d melamine wardrobes ,Storage,1634016490260.jpg
high quality 3-2-1 sofa sets ,Sofa / living room item,1634016490594.jpg
teak cubord ,Storage,1634016490786.jpg
branded piyestra tv stand ,TV / stereo,1634016491140.jpg
brand new teak hq almirah [à¶à¶½à·à¶¸à·à¶»à·-6x4] ,Storage,1634016491352.jpg
mini computer tables ,Table / chair,1634016491669.jpg
quality kids learning tables and chairs ,Storage,1634016491864.jpg
l sofa set ,Sofa / living room item,1634016492077.jpg
brand new kids learning tables with chairs ,Storage,1634016492271.jpg
kids learning table and chairs ,Table / chair,1634016492429.jpg
kids baby cupboards/wardrobes ,Storage,1634016492634.jpg
pangaroo sofa set ,Sofa / living room item,1634016492883.jpg
modern king size teak box beds 72x72' ,Bed / bedroom item,1634016493095.jpg
double box beds with mattress 6x4ft ,Bed / bedroom item,1634016493293.jpg
6x4 modern teak box bed with 7â spring mattress ,Bed / bedroom item,1634016493605.jpg
modern box bed with hybrid mattress 6x5' ,Bed / bedroom item,1634016493817.jpg
"teak box bed with piyestra spring mattress 72x60"" ",Bed / bedroom item,1634016494026.jpg
modern king size teak box beds ,Bed / bedroom item,1634016494217.jpg
imported mesh office chair m1 ,Table / chair,1634016494414.jpg
hi-back office chair ech001 ,Table / chair,1634016494630.jpg
rolling chair ,Table / chair,1634016494795.jpg
arpico 6x6 matt ,Bed / bedroom item,1634016495165.jpg
computer table ,Table / chair,1634016495753.jpg
bedroom set ,Bed / bedroom item,1634016495923.jpg
modern dinning table with 6 chairs -snp 67228 ,Table / chair,1634016539792.jpg
3 door burtha and teak wood cupboard ,Storage,1634016539985.jpg
computer cabinet ,Table / chair,1634016540194.jpg
barnd new fabric sofa l009 ,Sofa / living room item,1634016540446.jpg
barnd new fabric sofa 008 ,Sofa / living room item,1634016540641.jpg
barnd new fabric sofa 007 ,Sofa / living room item,1634016540844.jpg
barnd new fabric sofa 005 ,Sofa / living room item,1634016541026.jpg
new fabric sofa ,Sofa / living room item,1634016541237.jpg
barnd new fabric sofa 004 ,Sofa / living room item,1634016541419.jpg
barnd new fabric sofa l 003 ,Sofa / living room item,1634016541648.jpg
barnd new fabric sofa ,Sofa / living room item,1634016541853.jpg
barnd new fabric sofa 0040 ,Sofa / living room item,1634016542068.jpg
barnd new fabric sofa 0039 ,Sofa / living room item,1634016542271.jpg
barnd new fabric sofa 0038 ,Sofa / living room item,1634016542432.jpg
barnd new fabric sofa 0037 ,Sofa / living room item,1634016542648.jpg
barnd new fabric sofa 0036 ,Sofa / living room item,1634016542845.jpg
barnd new fabric sofa 0034 ,Sofa / living room item,1634016543054.jpg
barnd new fabric sofa 0033 ,Sofa / living room item,1634016543273.jpg
barnd new fabric sofa 0032 ,Sofa / living room item,1634016543468.jpg
barnd new fabric sofa 0031 ,Sofa / living room item,1634016543698.jpg
barnd new fabric sofa 0030 ,Storage,1634016543940.jpg
steel bunker bed ,Bed / bedroom item,1634016544310.jpg
bed 6ft *3ft. ,Bed / bedroom item,1634016544660.jpg
table ,Table / chair,1634016545078.jpg
imported h/ back mesh rocking chair- ihbr-012 ,Table / chair,1634016545475.jpg
high quality leather office chair-hqlo ,Table / chair,1634016545695.jpg
office visitor chairs ,Table / chair,1634016573341.jpg
impana sofa set 3+1+1 (id-505) ,Sofa / living room item,1634016573521.jpg
à¶à¶½à·à¶¸à·à¶»à· ,Storage,1634016573715.jpg
lecture room chair ,Table / chair,1634016574005.jpg
tv stand ,Table / chair,1634016574348.jpg
new book rack m ,Storage,1634016574540.jpg
six chair with one table ,Table / chair,1634016574749.jpg
shoe rack ,Sofa / living room item,1634016575045.jpg
dressing table ,Bed / bedroom item,1634016575235.jpg
teak cabinet ,Sofa / living room item,1634016575655.jpg
rexine hi-back office chair ech001r ,Table / chair,1634016575862.jpg
new black 4ft lobby sofa chair ,Sofa / living room item,1634016576460.jpg
with out arm office chair ptc002 ,Table / chair,1634016576622.jpg
with out arm office visitor chair pvc002 ,Table / chair,1634016576795.jpg
hi- back office chair ech005 ,Table / chair,1634016576959.jpg
furniture set ,Other,1634016577188.jpg
"hi-gloss ,semi pantry with granite top. ",Storage,1634016577351.jpg
european designer pantry with granite counter ,Storage,1634016577522.jpg
workstation cluster with 6 seaters ,Table / chair,1634016577700.jpg
lattest design sofa cover set (for triple sofa) ,Sofa / living room item,1634016578246.jpg
laptop table ,Sofa / living room item,1634016578415.jpg
furniture set ,Other,1634016578623.jpg
latex pillows ,Bed / bedroom item,1634016578801.jpg
bed 6ft *3ft. ,Bed / bedroom item,1634016579149.jpg
basic new armless visitor chair ,Table / chair,1634016579318.jpg
new computer chairs (s/back) ,Table / chair,1634016609223.jpg
teak sofa set ,Sofa / living room item,1634016609424.jpg
3 door wardrobe almary code 065 ,Bed / bedroom item,1634016609628.jpg
dressing table ,Bed / bedroom item,1634016609859.jpg
dining chairs ,Sofa / living room item,1634016610091.jpg
three door almari ,Bed / bedroom item,1634016610291.jpg
dressing table ,Bed / bedroom item,1634016610479.jpg
two door almari cupboard ,Storage,1634016610661.jpg
3 door wardrobe ,Bed / bedroom item,1634016610860.jpg
à®à®°à¯à®®à¯à®ªà¯ à®à®à¯à®à®¿à®²à¯ ,Bed / bedroom item,1634016611056.jpg
wooden single bed ,Bed / bedroom item,1634016611236.jpg
class room benches ,Table / chair,1634016611391.jpg
glass cabinet ,Storage,1634016611679.jpg
tripple display unit ,Sofa / living room item,1634016611879.jpg
glass cupboard ,Sofa / living room item,1634016612059.jpg
15 cube display rack ,Storage,1634016612258.jpg
steel cupboard ,Storage,1634016612912.jpg
teak dressing table ,Bed / bedroom item,1634016613098.jpg
two seater sofa set ,Sofa / living room item,1634016613323.jpg
6 nadun dining chairs ,Table / chair,1634016613477.jpg
sofa 3+3 ,Sofa / living room item,1634016613674.jpg
comfilux foam mattress ,Bed / bedroom item,1634016613894.jpg
sofa 3+2+1 ,Sofa / living room item,1634016614324.jpg
wooden sofa with table ,Sofa / living room item,1634016614535.jpg
sofa set 3+1+1 ,Sofa / living room item,1634016614746.jpg
sofa set 2+2 ,Sofa / living room item,1634016641991.jpg
steel cupboard ,Storage,1634016642282.jpg
6ã5 bed with mattress ,Bed / bedroom item,1634016642481.jpg
wooden window ,Other,1634016642669.jpg
brand new divan 6ft sofa ,Sofa / living room item,1634016643130.jpg
damro chair ,Table / chair,1634016643303.jpg
body pillow-maroon ,Bed / bedroom item,1634016643497.jpg
teak fixed panel door ,Other,1634016643908.jpg
à¶à·à·à¶à·à·à· à·à· à¶¯à·à¶» ,Other,1634016644228.jpg
almirah ,Bed / bedroom item,1634016644410.jpg
sofa set ,Sofa / living room item,1634016644875.jpg
table cloth 5x5 black & white design ,Textiles / decoration,1634016645078.jpg
teak wood bed ,Bed / bedroom item,1634016645439.jpg
window with door ,Other,1634016645646.jpg
sofa set ,Sofa / living room item,1634016645840.jpg
teak sofa set ,Sofa / living room item,1634016646043.jpg
body pillow ,Bed / bedroom item,1634016646330.jpg
new glass dining table with 4 steel chairs -a10 ,Table / chair,1634016646729.jpg
new impana sofa set 3+1+1 (sb-010) ,Sofa / living room item,1634016646968.jpg
single beds with mattress ,Bed / bedroom item,1634016647172.jpg
single box bed with mattress ,Bed / bedroom item,1634016647546.jpg
sofa set ,Sofa / living room item,1634016647748.jpg
corner sofa ,Sofa / living room item,1634016647933.jpg
2 door teak wardrobe ,Storage,1634016648145.jpg
living room sofa set ,Sofa / living room item,1634016677659.jpg
large dinning table with eight chairs ,Table / chair,1634016677909.jpg
à¶à¶±à·à¶§à·à¶à· à¶à¶¶à¶©à· ,Antique / art,1634016678074.jpg
